Biochar Application:<br>499700 km<sup>2</sup>, USA, 3.9464932377503508,%,5340,km2
Biochar Application:<br>499700 km<sup>2</sup>, Western Africa, 4.392730199181813,%,6550,km2
Biochar Application:<br>499700 km<sup>2</sup>, Western EU, 2.007042253521127,%,1710,km2
Biochar Application:<br>499700 km<sup>2</sup>, European Free Trade Association, 0.0,%,0,km2
Biochar Application:<br>499700 km<sup>2</sup>, Taiwan, 0.0,%,0,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Argentina, 57.50425687180735,%,23640,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Australia and New Zealand, 63.76485705107613,%,19850,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Brazil, 58.1483913328956,%,44280,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Canada, 61.39504982320797,%,38200,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Central America and Caribbean, 60.45494313210848,%,6910,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Central Asia, 56.55052264808362,%,16230,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, China, 57.33370442527136,%,61800,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Colombia, 60.61538461538461,%,1970,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Eastern Africa, 58.1011673151751,%,37330,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Eastern Europe, 58.1653520303827,%,19910,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, India, 76.29266984105693,%,113760,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Indonesia, 66.10514086552425,%,22760,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Japan, 48.31625183016106,%,3300,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Mexico, 62.31470923603193,%,10930,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Middle East, 69.03114186851211,%,15960,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Northeastern EU, 59.60339943342776,%,21040,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Northern Africa, 60.75675675675676,%,11240,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Northern South America, 60.51660516605166,%,1640,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Other Europe, 62.627450980392155,%,15970,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Pakistan, 64.13540713632206,%,7010,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Russia, 56.12011127475045,%,68590,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, South Africa, 68.02610114192495,%,4170,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, South Asia, 66.3623595505618,%,9450,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, South Korea, 57.00483091787439,%,1180,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Southeast Asia, 62.18830903392833,%,45640,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Southern Africa, 62.1363742145683,%,26700,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Southern South America, 66.91769768692846,%,12440,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, USA, 61.421920035474095,%,83110,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Western Africa, 60.52578633223794,%,90250,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Western EU, 51.15023474178404,%,43580,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, European Free Trade Association, 36.23693379790941,%,1040,km2
High Intensity:<br>8.8011e+06 km<sup>2</sup>, Taiwan, 65.71428571428571,%,230,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Argentina, 38.87132084650936,%,15980,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Australia and New Zealand, 33.4725345326052,%,10420,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Brazil, 39.06762967826658,%,29750,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Canada, 35.67984570877532,%,22200,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Central America and Caribbean, 36.22047244094488,%,4140,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Central Asia, 36.86411149825784,%,10580,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, China, 38.222469616847576,%,41200,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Colombia, 38.46153846153847,%,1250,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Eastern Africa, 34.53696498054475,%,22190,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Eastern Europe, 38.562664329535494,%,13200,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, India, 21.13205016430823,%,31510,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Indonesia, 26.66279407493465,%,9180,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Japan, 50.658857979502194,%,3460,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Mexico, 34.49258836944128,%,6050,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Middle East, 25.692041522491348,%,5940,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Northeastern EU, 37.73371104815864,%,13320,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Northern Africa, 31.945945945945947,%,5910,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Northern South America, 38.00738007380074,%,1030,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Other Europe, 33.84313725490196,%,8630,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Pakistan, 19.76212259835316,%,2160,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Russia, 40.5416462117493,%,49550,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, South Africa, 27.07993474714519,%,1660,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, South Asia, 29.91573033707865,%,4260,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, South Korea, 40.57971014492754,%,840,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Southeast Asia, 30.644501975746014,%,22490,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Southern Africa, 31.812892715848267,%,13670,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Southern South America, 29.747175901022054,%,5530,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, USA, 34.63158672677555,%,46860,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Western Africa, 35.068070551941524,%,52290,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Western EU, 46.514084507042256,%,39630,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, European Free Trade Association, 63.76306620209059,%,1830,km2
Low Intensity:<br>4.9681e+06 km<sup>2</sup>, Taiwan, 28.57142857142857,%,100,km2
Other Land Use Types, Argentina, 0.0,%,0,km2
Other Land Use Types, Australia and New Zealand, 0.0,%,0,km2
Other Land Use Types, Brazil, 0.05252790544977019,%,40,km2
Other Land Use Types, Canada, 0.0,%,0,km2
Other Land Use Types, Central America and Caribbean, 0.26246719160104987,%,30,km2
Other Land Use Types, Central Asia, 2.3693379790940767,%,680,km2
Other Land Use Types, China, 0.3896465349290287,%,420,km2
Other Land Use Types, Colombia, 0.0,%,0,km2
Other Land Use Types, Eastern Africa, 1.8832684824902726,%,1210,km2
Other Land Use Types, Eastern Europe, 0.26292725679228746,%,90,km2
Other Land Use Types, India, 0.5298102072295621,%,790,km2
Other Land Use Types, Indonesia, 3.0787104269532386,%,1060,km2
Other Land Use Types, Japan, 0.0,%,0,km2
Other Land Use Types, Mexico, 0.0,%,0,km2
Other Land Use Types, Middle East, 1.7733564013840832,%,410,km2
Other Land Use Types, Northeastern EU, 0.0,%,0,km2
Other Land Use Types, Northern Africa, 2.7027027027027026,%,500,km2
Other Land Use Types, Northern South America, 0.0,%,0,km2
Other Land Use Types, Other Europe, 0.1176470588235294,%,30,km2
Other Land Use Types, Pakistan, 9.057639524245197,%,990,km2
Other Land Use Types, Russia, 1.1945671739486172,%,1460,km2
Other Land Use Types, South Africa, 0.0,%,0,km2
Other Land Use Types, South Asia, 0.0,%,0,km2
Other Land Use Types, South Korea, 0.0,%,0,km2
Other Land Use Types, Southeast Asia, 1.907616841531544,%,1400,km2
Other Land Use Types, Southern Africa, 0.5818012566907145,%,250,km2
Other Land Use Types, Southern South America, 0.591715976331361,%,110,km2
Other Land Use Types, USA, 0.0,%,0,km2
Other Land Use Types, Western Africa, 0.01341291663872309,%,20,km2
Other Land Use Types, Western EU, 0.32863849765258213,%,280,km2
Other Land Use Types, European Free Trade Association, 0.0,%,0,km2
Other Land Use Types, Taiwan, 5.714285714285714,%,20,km2
